ts,image_path,vehicle_type,vehicle_id,tire_model_code,tire_position,tire_type,tread_design,operator,session_notes,brightness,glare_ratio,sharpness,edge_density,continuity,score,verdict,tread_verdict,quality_verdict,device_depth_mm,raw_score_verdict,psi_measured,psi_recommended,psi_status,mm_per_px,notes
20260326_142903,/home/charess/tireguard/data/captures/tire_20260326_142903.jpg,Car,raider,,FL,,Symmetrical,operator,,143.4296924756619,0.0059594213447366024,84.62838430324723,0.11834682922391047,974.2,0.10530226414480685,GOOD,GOOD,OK,4.593335350838137,GOOD,30.0,32.0,WARN LOW,,quality_verdict=OK | depth_mm=3.616; raw_score_verdict=GOOD
20260326_142857,/home/charess/tireguard/data/captures/tire_20260326_142857.jpg,Car,raider,,FL,,Asymmetrical,operator,,138.1919638795378,0.007744973159858066,229.32174330866349,0.259712492038941,2213.4,0.16912150095176148,GOOD,GOOD,OK,3.9690373762714612,GOOD,30.0,32.0,WARN LOW,,quality_verdict=OK | depth_mm=3.773; raw_score_verdict=GOOD
20260326_142837,/home/charess/tireguard/data/captures/tire_20260326_142837.jpg,Car,raider,,FL,,Asymmetrical,operator,,199.1121399176955,0.19021669238683128,180.83199129377718,0.3248135288065844,1994.8,0.2016601686006101,GOOD,GOOD,WARNING,3.6507348498761485,GOOD,30.0,32.0,WARN LOW,,Too much glare (glare_ratio=0.190) | quality_verdict=WARNING | depth_mm=3.853; raw_score_verdict=GOOD
20260326_140957,/home/charess/tireguard/data/captures/tire_20260326_140957.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,110.2488425925926,0.019659850823045267,370.3451545827869,0.4817065329218107,5993.2,0.4353408916500818,WARNING,WARNING,OK,1.3648033753843754,WARNING,30.0,32.0,WARN LOW,,quality_verdict=OK | depth_mm=4.428; raw_score_verdict=GOOD
20260326_140746,/home/charess/tireguard/data/captures/tire_20260326_140746.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,146.83534272119343,0.016734182098765434,382.7660015367,0.564991640946502,11715.666666666666,0.35511706184455133,GOOD,GOOD,OK,2.1495757569637886,GOOD,30.0,32.0,WARN LOW,,quality_verdict=OK | depth_mm=4.231; raw_score_verdict=GOOD
20260326_140558,/home/charess/tireguard/data/captures/tire_20260326_140558.jpg,Motorcycle,raider,,F (Front),,Directional,operator,,140.65271347736626,0.05230838477366255,639.9356334264878,0.5782696759259259,11991.0,0.4188689297149632,GOOD,GOOD,OK,1.5259368045468076,GOOD,30.0,32.0,WARN LOW,,quality_verdict=OK | depth_mm=4.388; raw_score_verdict=GOOD
20260326_094952,/home/charess/tireguard/data/captures/tire_20260326_094952.jpg,Car,raider,,FL,,Asymmetrical,operator,,156.45507008744855,0.10349151234567901,591.3343696541912,0.43414030349794236,3858.1428571428573,0.37431437479168356,WARNING,WARNING,WARNING,1.961782166979785,WARNING,30.0,32.0,WARN LOW,,Too much glare (glare_ratio=0.103) | quality_verdict=WARNING | depth_mm=4.278; raw_score_verdict=GOOD
20260326_094906,/home/charess/tireguard/data/captures/tire_20260326_094906.jpg,Car,raider,,FL,,Asymmetrical,operator,,179.42542759773661,0.21727109053497942,443.3269917383233,0.4185956790123457,2594.3,0.30083293675397416,GOOD,GOOD,WARNING,2.6805985494751265,GOOD,30.0,32.0,WARN LOW,,Too much glare (glare_ratio=0.217) | quality_verdict=WARNING | depth_mm=4.097; raw_score_verdict=GOOD
20260326_094804,/home/charess/tireguard/data/captures/tire_20260326_094804.jpg,Car,raider,,FL,,Directional,operator,,152.2557055609129,0.06533269045323047,299.60425108572264,0.4512884388728169,3366.6,0.3233102314430058,GOOD,GOOD,WARNING,2.460719242698904,GOOD,32.0,32.0,GOOD,,Too much glare (glare_ratio=0.065) | quality_verdict=WARNING | depth_mm=4.153; raw_score_verdict=GOOD
20260326_085131,/home/charess/tireguard/data/captures/tire_20260326_085131.jpg,Car,test2 update,,FL,,Asymmetrical,charles,,129.46074459876544,0.01718428497942387,119.10348605371539,0.2670878343621399,2076.875,0.3166311796406593,GOOD,GOOD,OK,2.5260556321772634,GOOD,36.0,37.0,GOOD,,quality_verdict=OK | depth_mm=4.136; raw_score_verdict=GOOD
20260326_085035,/home/charess/tireguard/data/captures/tire_20260326_085035.jpg,Car,test2 update,,FL,,Directional,charles,,153.48611111111111,0.06640625,160.67542273448052,0.31902649176954734,1980.8,0.3242479920759027,GOOD,GOOD,WARNING,2.451545800755109,GOOD,36.0,37.0,GOOD,,Too much glare (glare_ratio=0.066) | quality_verdict=WARNING | depth_mm=4.155; raw_score_verdict=GOOD
20260326_085009,/home/charess/tireguard/data/captures/tire_20260326_085009.jpg,Car,test2 update,,FL,,Asymmetrical,charles,,192.84244791666666,0.4037422839506173,114.21364435941013,0.1629050925925926,964.2,0.20682084294994163,GOOD,GOOD,WARNING,3.6002516616576585,GOOD,36.0,37.0,GOOD,,Too much glare (glare_ratio=0.404) | quality_verdict=WARNING | depth_mm=3.866; raw_score_verdict=GOOD
20260314_165154,data/captures/tire_20260314_165154.jpg,Car,0002,test 2,FL,Winter/Snow Tires,Directional,N/A,,125.12297453703704,0.013519161522633745,300.15041875410435,0.2858474794238683,2963.6666666666665,0.37921485268085264,WARNING,WARNING,,1.913844294738047,WARNING,35.0,32.0,WARN HIGH,,depth_mm=3.725; raw_score_verdict=GOOD
20260314_165148,data/captures/tire_20260314_165148.jpg,Car,0002,test 2,FL,Winter/Snow Tires,Directional,N/A,,123.51020769032922,0.008085776748971193,199.09214833156267,0.1496752829218107,931.0,0.2000644073594947,GOOD,GOOD,,3.666345041419708,GOOD,35.0,32.0,WARN HIGH,,depth_mm=4.800; raw_score_verdict=GOOD
20260314_165138,data/captures/tire_20260314_165138.jpg,Car,0002,test 2,FL,Winter/Snow Tires,Directional,N/A,,123.96911972736625,0.0005304783950617284,115.48660602184228,0.08405671296296297,519.9,0.12073501238015763,GOOD,GOOD,,4.442367806452257,GOOD,35.0,32.0,WARN HIGH,,depth_mm=5.276; raw_score_verdict=GOOD
20260314_165056,data/captures/tire_20260314_165056.jpg,Car,0002,test 2,FL,Winter/Snow Tires,Directional,N/A,,176.95406162464985,0.0007314036725801432,81.38591522665712,0.19172113289760348,1028.0,0.23605419857653906,GOOD,GOOD,,3.3142826400807146,GOOD,35.0,32.0,WARN HIGH,,depth_mm=4.584; raw_score_verdict=GOOD
20260314_165037,data/captures/tire_20260314_165037.jpg,Car,0002,test 2,FL,Winter/Snow Tires,Directional,N/A,,141.60071051954733,0.0,87.31070187462119,0.10407021604938271,549.2,0.13748119265932862,GOOD,GOOD,,4.278551895246068,GOOD,35.0,32.0,WARN HIGH,,depth_mm=5.175; raw_score_verdict=GOOD
20260312_150542,data/captures/tire_20260312_150542.jpg,Car,VEHICLE-TEST231031226,LT255/85R16,SPARE,Mud-Terrain Tires,Directional,N/A,,159.37295846193416,0.026025591563786008,32.52415677712941,0.10239840534979423,633.6,0.14385385336818524,GOOD,GOOD,,4.216212710821564,GOOD,78.0,80.0,WARNING,0.04723027501463933,Too blurry (sharpness=32.5)
20260312_143624,data/captures/tire_20260312_143624.jpg,Car,VEHICLE-TEST231031226,LT255/85R16,RR,Mud-Terrain Tires,Directional,N/A,,127.2892232510288,0.022472993827160493,22.784654481870987,0.09481095679012345,528.8,0.12910098199604747,GOOD,GOOD,,4.360529505842601,GOOD,45.0,45.0,GOOD,0.029445789666085243,Too blurry (sharpness=22.8)
20260312_143529,data/captures/tire_20260312_143529.jpg,Car,VEHICLE-TEST231031226,LT255/85R16,RL,Mud-Terrain Tires,Directional,N/A,,130.23651298868313,0.09577546296296297,26.53579503584781,0.11702674897119342,713.9,0.16083467549395528,GOOD,GOOD,,4.0501014661562245,GOOD,45.0,45.0,GOOD,0.029632393822725506,Too much glare (glare_ratio=0.096); Too blurry (sharpness=26.5)
20260312_143421,data/captures/tire_20260312_143421.jpg,Car,VEHICLE-TEST231031226,LT255/85R16,FR,Mud-Terrain Tires,Directional,N/A,,158.29102366255145,0.14438657407407407,25.73546054905142,0.1018357767489712,583.6,0.13905095175957943,GOOD,GOOD,,4.263196064059797,GOOD,45.0,45.0,GOOD,0.029671500465409912,Too much glare (glare_ratio=0.144); Too blurry (sharpness=25.7)
20260312_143332,data/captures/tire_20260312_143332.jpg,Car,VEHICLE-TEST231031226,LT255/85R16,FL,Mud-Terrain Tires,Directional,N/A,,159.23423032407408,0.06065136316872428,23.817426652867464,0.09114583333333333,545.3,0.12807348552560927,GOOD,GOOD,,4.370580769340303,GOOD,45.0,45.0,GOOD,0.03166253805292687,Too much glare (glare_ratio=0.061); Too blurry (sharpness=23.8)
20260312_142714,data/captures/tire_20260312_142714.jpg,Car,VEHICLE-TEST220031226,Chevron (or Herrington Type),SPARE,Performance Tires,Directional,N/A,,196.56503986625515,0.2251318158436214,18.77841344488818,0.05803112139917695,307.7,0.08062265164320165,GOOD,GOOD,,4.834758358519162,GOOD,60.0,60.0,GOOD,0.03166253805292687,Too much glare (glare_ratio=0.225); Too blurry (sharpness=18.8)
20260312_142524,data/captures/tire_20260312_142524.jpg,Car,VEHICLE-TEST220031226,Chevron (or Herrington Type),RR,Performance Tires,Directional,N/A,,184.1021412037037,0.13120498971193414,26.552179579032337,0.0779320987654321,450.4,0.10969448676557719,GOOD,GOOD,,4.550369376577316,GOOD,35.0,35.0,GOOD,0.030225415388848948,Too much glare (glare_ratio=0.131); Too blurry (sharpness=26.6)
20260312_142519,data/captures/tire_20260312_142519.jpg,Car,VEHICLE-TEST220031226,Chevron (or Herrington Type),RL,Performance Tires,Directional,N/A,,183.9169560185185,0.12313528806584362,27.48604401574858,0.0791698816872428,449.7,0.11049096681980122,GOOD,GOOD,,4.542577981544829,GOOD,35.0,35.0,GOOD,0.030225415388848948,Too much glare (glare_ratio=0.123); Too blurry (sharpness=27.5)
20260312_142504,data/captures/tire_20260312_142504.jpg,Car,VEHICLE-TEST220031226,Chevron (or Herrington Type),FR,Performance Tires,Directional,N/A,,175.62019354423867,0.04031635802469136,20.491285581504275,0.06666345164609054,371.1,0.09361730721548298,GOOD,GOOD,,4.707640931864464,GOOD,35.0,35.0,GOOD,0.030225415388848948,Too blurry (sharpness=20.5)
20260312_142438,data/captures/tire_20260312_142438.jpg,Car,VEHICLE-TEST220031226,Chevron (or Herrington Type),FL,Performance Tires,Directional,N/A,,171.00945216049382,0.019788451646090534,15.266762294664954,0.06368955761316872,365.0,0.09088290174570858,GOOD,GOOD,,4.734389665974024,GOOD,35.0,35.0,GOOD,0.030225415388848948,Too blurry (sharpness=15.3)
